thread_id,first_customer_message,first_customer_created_at,predicted_intent,model_confidence,tweet_count,channel_switch,double_annotate,correct_intent,should_escalate,difficulty,notes
2797234,I️ will never understand people who never need alone time,2017-11-21 22:06:44+00:00,media_and_digital_services,0.1171,3,False,False,,,,
110859,@AppleSupport Is it still possible to install IOS 10.3.3 on iPhone 6s?,2017-11-23 19:27:52+00:00,camera_and_storage_hardware,0.4216,5,False,False,,,,
2922767,"@AppleSupport Hey there, I'm looking for a way to open the context menu with a keyboard shortcut (Without using the trackpad or the ctrl+click). On most PCs, there's a key for that, but I have yet to find a way to do this on macOS. Is it possible to do this perhaps via Automator?",2017-11-29 01:21:48+00:00,media_and_digital_services,0.0701,7,False,True,,,,
2917332,hey @115858 why does every iOS update make my phone way worse???,2017-11-28 23:33:19+00:00,system_performance_and_freezing,0.6968,2,False,True,,,,
2614199,I️,2017-11-17 04:54:32+00:00,keyboard_and_autocorrect_bugs,0.1811,3,False,True,,,,
2793212,I️ feel like shit,2017-11-21 20:37:18+00:00,ui_and_app_glitches,0.1496,3,False,True,,,,
542299,Now my #iphonex doesn’t charge when it is turned on. It’s not been a good week for an @115858 user...,2017-12-02 07:56:29+00:00,software_update_and_installation_issues,0.5551,2,False,False,,,,
2558624,So now I am having an issue with my I-Phone. Its randomly calling people as it sits on my counter and there is no record in my call log. Another person just told me his wife's is doing the same thing. What gives @115858,2017-11-16 16:12:14+00:00,system_performance_and_freezing,0.4529,8,False,False,,,,
2910502,"@AppleSupport since iOS 11 the tickets in my wallet won‘t appear on the lock screen, even if option is activated…bug? https://t.co/iktxQ7DfrL",2017-11-28 20:59:56+00:00,accounts_passwords_and_security,0.4747,6,False,True,,,,
2455356,"I️m really trying to find whoever is on this voting committee and personally let them know how these hands feel.
 https://t.co/CWDqNDZMns",2017-11-15 03:14:29+00:00,out_of_scope,0.1155,5,False,True,,,,
2692842,"Hi @AppleSupport my iPad Pro 9,7” is dropping my Wi-Fi connection, it’s my only device doing it, any clues? Turning off Wi-Fi and on makes the reconnection to happen but I hate the interrupted YouTube videos cause of this, any clues ?",2017-11-19 16:29:58+00:00,network_and_connectivity_issues,0.3939,4,False,True,,,,
2774370,Help j’ai fais des scans et tt ça revient régulièrement mdr je fais comment https://t.co/HKyKmMhvtp,2017-11-21 07:34:29+00:00,ui_and_app_glitches,0.118,5,False,False,,,,
2614294,Lol @AppleSupport #iOS11 is AWFUL. How am I supposed to do my job with a phone/iOS that doesn’t freaking work? I’m due for an upgrade this month...don’t want to go back to Android but I may have to....,2017-11-17 11:50:18+00:00,software_update_and_installation_issues,0.6741,2,False,False,,,,
2640981,"So then I give a little more faith in @115858 I type in villa, in the reviews it says the same thing shoes and clothes blasé. Right boom I click it, I’m on my way! Guess where I end up, at an apartment!",2017-11-17 21:21:05+00:00,system_performance_and_freezing,0.2326,2,False,True,,,,
563062,@AppleSupport thank you for the instructions. My phone works fine now..! 👍🏻,2017-12-02 23:28:28+00:00,accounts_passwords_and_security,0.4504,2,False,True,,,,
2754776,@115858 why can i not edit my pictures in ios11. this is very annoying!,2017-11-20 20:57:55+00:00,camera_and_storage_hardware,0.5291,2,False,True,,,,
595794,@115858 I got a banner notification and my top screen info disappeared. Happened after most recent update. #tech,2017-12-03 18:19:57+00:00,ui_and_app_glitches,0.4704,4,False,False,,,,
704508,Quelqu’un peut m’aider ?? 😭 en gros je me suis fait voler mon téléphone au final on me la rendu mais comme ça https://t.co/cEHGgSyL9T,2017-11-23 17:45:47+00:00,ui_and_app_glitches,0.1192,3,False,True,,,,
503601,"@AppleSupport 
I open two Chrome windows, A &amp; B
Focus A
Command+Tab to Terminal
Command+Tab to Chrome
Now B is focused instead of A
How to go easily back and forth between Chrome A and Terminal?
Current behavior makes no sense!",2017-12-01 19:27:58+00:00,ui_and_app_glitches,0.0974,5,False,False,,,,
2740750,@AppleSupport help,2017-11-20 17:39:40+00:00,out_of_scope,0.4277,2,False,False,,,,
2755810,I️ cringe at myself sometimes and it’s painfully hilarious,2017-11-20 21:16:45+00:00,keyboard_and_autocorrect_bugs,0.1148,3,False,False,,,,
2490770,"Ненавижу Эпол и их помойку в фото альбомах. Перетаскиваю файлы воздушно-капельным методом на Мак. Но альбомы таскать нельзя, можно только файлы. Юзабилити это не про айос.",2017-11-15 16:20:47+00:00,keyboard_and_autocorrect_bugs,0.0425,3,False,False,,,,
143541,Plan for the night... get as drunk as possible so I️ can deal with customers at 5am,2017-11-24 02:24:34+00:00,out_of_scope,0.1263,6,False,False,,,,
654453,Hey @115858 would you fix the podcast app so it doesn’t stop every 5 minutes? Yeah thanks.,2017-11-22 21:29:15+00:00,out_of_scope,0.3416,4,False,False,,,,
2668962,"Can’t make or receive calls, a black screen for over an hour yesterday on my iPhone X. Thanks @AppleSupport",2017-11-18 17:24:49+00:00,software_update_and_installation_issues,0.3882,4,False,False,,,,
2940348,My iPhone X is rather warm and glitchy @AppleSupport,2017-11-29 05:22:09+00:00,battery_issues_and_drain,0.4505,4,False,False,,,,
484546,"@AppleSupport can u please fix the bug for iphone 6 and lower in which whenevr u restart the phone, notifications for unread messages keep poping up even though messages are months old.",2017-12-01 09:05:02+00:00,system_performance_and_freezing,0.4664,4,False,False,,,,
2847488,ตอนแรกหาสายนี้ไม่เจอคิดว่าหาย เลยอะ ใช้หูฟังใหม่ก็ได้วะ สรุป ไปเจอในเสื้อกันหนาวที่ใส่ ก็เออ แฮปปี้ พอกกลับห้อง หาอีก อิดอกไม่เจอ อะ หายของจริง อิเวง https://t.co/BKaufYel3b,2017-11-27 18:28:52+00:00,keyboard_and_autocorrect_bugs,0.0972,3,False,False,,,,
565006,@applesupport How can I contact you via email? I am not able to use your chat system or phone. I need to email someone. HELP! Your system refuses to let me do that and it's the ONLY way I can communicate.,2017-12-03 00:31:47+00:00,accounts_passwords_and_security,0.4736,2,False,True,,,,
2893419,"@318 @AppleSupport any idea what this is? New issue - if we stream it, it plays fine. If we download first then play it, we get this notification and it won’t play. Multiple listeners reporting it, all other episodes work fine. Never seen this before. https://t.co/1n6DLb9V5K",2017-11-28 13:43:07+00:00,media_and_digital_services,0.4428,8,False,True,,,,
2545721,Is it only me or is it a thing when the music stops whenever there’s a notification... wtf @115858 my phone is on silent🤔,2017-11-16 04:44:43+00:00,system_performance_and_freezing,0.4517,4,False,False,,,,
2683867,"@AppleSupport Hi there. I've been using an Hard Disk for my Time Machine backups for two years, but recently Time Machine says that I have not space enough on my HD. How is that possible? The storage of my HD is more than my computer's. Help!",2017-11-19 11:08:48+00:00,camera_and_storage_hardware,0.1136,2,False,False,,,,
595819,"@AppleSupport Hiya, is your UK online support chat working? I've been in the '10 min' queue for 20 mins now",2017-12-03 18:11:13+00:00,out_of_scope,0.4032,4,False,False,,,,
687908,@AppleSupport cancelled my subscription for apple music and i have albums on my phone that i didn't have off apple music and now it's claiming that i need apple music to listen to them????,2017-11-23 07:12:36+00:00,out_of_scope,0.4822,3,False,False,,,,
2776030,.@115858 why did you take away battery percentage on the X home screen?  My old 6 Plus with 11.1.2 had it.  #disappointed,2017-11-21 13:57:56+00:00,battery_issues_and_drain,0.5173,4,False,False,,,,
2771856,"suddenly my iphone is not working, it keeps restarting till its actually on and requires pass code.. but then restart again!!!  
SERIOUSLY APPLE, PEOPLE ARE SUFFERING FROM THIS ISSUE AND STILL NOT FIXED YET!!! I AM SO UNHAPPY WITH THIS IOS @AppleSupport @115858 #RIP_STEVE_JOBS :)",2017-11-21 06:43:20+00:00,software_update_and_installation_issues,0.4933,2,False,False,,,,
542491,Why did my @24754 run out battery very fast after updated version? Anyone can help? @115858,2017-12-02 07:14:49+00:00,battery_issues_and_drain,0.4663,2,False,False,,,,
637494,"@AppleSupport On Sunday I submitted an incident through the Support site concerning resetting authorized iTunes devices. Would normally receive an answer within 48hrs, I haven’t as of yet. Can you help me?",2017-11-22 19:04:24+00:00,out_of_scope,0.5765,6,False,False,,,,
2492357,"“I️ don’t want happiness, I️ want euphoria”",2017-11-15 17:23:21+00:00,system_performance_and_freezing,0.0425,5,False,False,,,,
2484195,"Sigh. With the latest iOS update, my @115858 iPhone 6 has officially bricked. I have no words, @AppleSupport. :-(",2017-11-15 11:52:39+00:00,system_performance_and_freezing,0.6951,2,False,False,,,,
81816,@113848 @115858 lmao i am on the 6 and my phone crashes from opening snapchat,2017-11-29 22:57:46+00:00,system_performance_and_freezing,0.4671,4,False,True,,,,
458427,"how come EVERY time i update my iphone now, i now have no service for up to an hour afterward????????????????????????? @AppleSupport @115858",2017-12-01 00:40:43+00:00,system_performance_and_freezing,0.538,7,False,False,,,,
2485868,"#APPLE Would it be true after formating our #iphone from the stuck apple logo we should not restore anything from icloud even the apps 

I f thats wrong please let me know @AppleSupport @118936 @115858",2017-11-15 12:59:56+00:00,accounts_passwords_and_security,0.5008,2,False,False,,,,
2484281,Bonjour @96154. Est-il possible d’aller jusqu’à Sens avec la ligne R ?,2017-11-15 11:39:06+00:00,ui_and_app_glitches,0.1154,4,False,True,,,,
2508218,@applesupport explain this please. iPhone 8+. I’m by here for the foolishness bruhv https://t.co/3o2b6vWU9z,2017-11-15 21:12:03+00:00,software_update_and_installation_issues,0.5349,4,False,False,,,,
939219,@AppleSupport ever since I updated my iPhone to iOS 11 all my apps are running slow &amp; take long to open. My phone constantly freezes and this never happened before the update!!! Just terrible can you fix the bugs ASAP!!!!!!!!!,2017-11-25 16:14:32+00:00,software_update_and_installation_issues,0.6166,2,False,True,,,,
2804422,@AppleSupport @107623 @107624 an ad playing after a match in battle bay totally broken. I can’t interact in any way except for force closing the app https://t.co/3xdBB6rruA,2017-11-22 02:07:42+00:00,out_of_scope,0.4169,3,False,True,,,,
2520696,I️ hate the Rick and Morty Fanbase https://t.co/RAKowr7FUi,2017-11-16 00:50:02+00:00,out_of_scope,0.1134,4,False,False,,,,
583583,@115858 help,2017-12-03 07:38:51+00:00,ui_and_app_glitches,0.561,2,False,True,,,,
2795482,I️ spoil everyone I️ love . So ppl like to disrespect me when I️ ask what they want for Christmas or their bday 🙄,2017-11-21 21:43:46+00:00,billing_disputes_and_purchases,0.0904,3,False,False,,,,
556207,"@AppleSupport any idea why this happens? When i click on emoji, my keyboard goes up! See the video below! @115858 https://t.co/55EGEzPQwA",2017-12-02 19:21:28+00:00,keyboard_and_autocorrect_bugs,0.4623,4,False,False,,,,
2558696,"@AppleSupport 

Not seeing the Team Agent in my Developer Portal? only Admin? Has this been removed? Could someone help... as Im trying to transfer Apps between two organizations.",2017-11-16 15:30:58+00:00,out_of_scope,0.4039,2,False,False,,,,
889141,What’s going on with the apple updates? My phone keep closing apps. #mad #Apple @115858,2017-11-25 16:04:39+00:00,system_performance_and_freezing,0.5505,7,False,False,,,,
2478981,@AppleSupport Y a-t-il des problèmes des problèmes de lenteur avec #Siri ? Cela ne fonctionne pas ce matin…,2017-11-15 09:59:24+00:00,ui_and_app_glitches,0.1125,2,False,False,,,,
2902006,"@AppleSupport gents here I copy a malicious mail address who is phishing Apple data:
“__email__”",2017-11-28 18:18:04+00:00,out_of_scope,0.537,2,False,False,,,,
228535,@115858 you owe me a new phone. This update is messing my phone up.. thanks.,2017-11-15 04:22:58+00:00,ui_and_app_glitches,0.5665,2,False,False,,,,
2774324,Can anyone explain why someone would put a “wing” (huge spoiler) on a Hyundai Sonata? I️m so confused...,2017-11-21 12:35:02+00:00,keyboard_and_autocorrect_bugs,0.1224,3,False,False,,,,
121511,Essa merda de atualização tá gastando minha bateria mt rápido,2017-11-23 23:47:56+00:00,keyboard_and_autocorrect_bugs,0.0425,3,False,False,,,,
598122,@AppleSupport hey my iPhone 7 seems not to be holding charge. What used to last nearly 2 days is now about half that.,2017-12-03 19:21:58+00:00,battery_issues_and_drain,0.5172,2,False,False,,,,
464741,"My phone keeps restarting by itself and it is really slow and i can't get two mins on it without it restarting... HELP!!!! 

@115858 #sendhelp #prayforme",2017-12-01 03:42:20+00:00,system_performance_and_freezing,0.2497,2,False,False,,,,
459589,@115858 fix I.T,2017-12-01 01:01:35+00:00,ui_and_app_glitches,0.6926,2,False,False,,,,
2526364,👀👀👀 #Riverdale,2017-11-16 01:34:58+00:00,keyboard_and_autocorrect_bugs,0.1446,8,False,True,,,,
585881,The student just needs one more project due next Friday and she will be done.,2017-12-03 10:35:18+00:00,software_update_and_installation_issues,0.0995,3,False,False,,,,
629743,"@115858 you’re pants. Sent from my rubbish iPhone because the ‘new’ iPad you gave to me today to replace the broken 1 year and 5 days old one, doesn’t work either. Thanks, that’s all. #samsunghereIcome",2017-11-22 14:37:03+00:00,out_of_scope,0.4906,3,False,True,,,,
2775968,Can @AppleSupport explain to me why when I’m on family sharing I can’t make my own purchases with my own credit card?!?!?!?!?! @115858,2017-11-21 14:24:07+00:00,billing_disputes_and_purchases,0.4788,3,False,False,,,,
2837264,@AppleSupport pourquoi quand je reçois un Snapchat ma musique (Deezer) s’arrête à chaque fois ?!,2017-11-27 13:54:31+00:00,out_of_scope,0.1235,2,False,False,,,,
63328,"@115858 @AppleSupport listen, y’all fixed the I thing. Thanks. But can y’all do something about me not being able to type I.T without I.T looking like this. FYI. I’m trying to type “it”",2017-11-30 05:48:27+00:00,keyboard_and_autocorrect_bugs,0.6271,4,False,False,,,,
2920079,"Hey @115858, when you finally gonna make Siri not suck? Stupid thing has cotton balls in its ears",2017-11-29 00:42:56+00:00,ui_and_app_glitches,0.3575,2,False,False,,,,
2607634,Oh man. I️ hope Kerryon Johnson is ok. He went down on his own with no contact. That’s not good! Never want to see anyone get hurt.,2017-11-25 23:35:17+00:00,ui_and_app_glitches,0.0749,3,False,False,,,,
568402,@AppleSupport can you make iOS Music app remember what i was listening to and resume? I’m not sure why it doesn’t do this…,2017-12-03 02:09:10+00:00,media_and_digital_services,0.3986,5,False,False,,,,
2911806,"@AppleSupport whenever I’m playing a game on my phone and I get a message notification or something similar, my game freezes and lags when it comes through. Is this a known bug or is there something I can do? Thanks",2017-11-28 21:17:31+00:00,battery_issues_and_drain,0.3614,4,False,True,,,,
2448374,@AppleSupport HOW DO I️ FIX THIS &gt;&gt;&gt; I️ ?,2017-11-15 01:58:47+00:00,keyboard_and_autocorrect_bugs,0.5007,2,False,False,,,,
2647282,"Do the fingerprint readers on iphones just all of a sudden stop reading right? Already had a defective antenna, now home button is being buggy in under a year of having it..... I love apple but holy shit I'm getting fed up. @AppleSupport",2017-11-17 22:23:23+00:00,software_update_and_installation_issues,0.4363,2,False,False,,,,
520246,iPhone7 crashes (to a black loading screen) every now and then. Initially thought I just need to update my OS (to 11.1.2) but even after the update it still crashes. Anyone with similar problems? @AppleSupport https://t.co/bOeMCIWYA7,2017-12-02 01:50:07+00:00,software_update_and_installation_issues,0.5654,2,False,False,,,,
2657442,@115858 get ur shit together man my brand new iphone crashes like 7 times a day,2017-11-19 00:49:20+00:00,system_performance_and_freezing,0.5995,8,False,False,,,,
18836,@115858 @AppleSupport My 1.5 year old IPad Air 2 won’t start after the last software update. I took it to the repair center today &amp; was told it can’t be repaired and my only option is replacement which wud cost me INR 26.5k. Really? 1.5 year old device! Apple is better than that,2017-11-22 13:32:33+00:00,software_update_and_installation_issues,0.4655,3,False,False,,,,
2693982,i’ve stopped doing drugs and now i️ crave sushi every second of the day. does this mean i️ was doing really high end drugs or garbage drugs idk but i️ need raw fish to survive now,2017-11-19 16:57:02+00:00,accounts_passwords_and_security,0.0698,3,False,False,,,,
523019,@240829 hey,2017-12-02 02:47:31+00:00,ui_and_app_glitches,0.4311,10,False,False,,,,
2630132,So my phone still had that I issue and I updated my phone and all ?? @115858 @AppleSupport ? I haven’t been able to fully enjoy my X with this problem,2017-11-17 16:48:09+00:00,system_performance_and_freezing,0.5484,2,False,False,,,,
2490785,Bout to watch Gone Girl for the first time....no one blow it for me...but is it good??,2017-11-15 03:17:34+00:00,media_and_digital_services,0.1113,6,False,False,,,,
2905192,Sesiapa boleh tolong ??? https://t.co/15Ks2jLPhH,2017-11-28 10:27:25+00:00,keyboard_and_autocorrect_bugs,0.096,5,False,False,,,,
2966560,"@AppleSupport please make an update asap for this high Sierra situation, it's like my password is useless now and anyone can get into it.",2017-11-29 23:05:31+00:00,accounts_passwords_and_security,0.5397,2,False,False,,,,
1100841,@260566 brandneues iPhone X aus der Schachtel genommen. Hinten Kratzer drauf. Seid ihr da zuständig oder @AppleSupport ?,2017-11-25 18:05:23+00:00,billing_disputes_and_purchases,0.3562,2,False,False,,,,
1503045,And now my damn phone won’t sync! Wtf @115858! #appleproblems #whydoipayforyourbs,2017-11-26 02:04:07+00:00,system_performance_and_freezing,0.6058,6,False,False,,,,
451409,oml my iphone x screen is frozen so i tried turning it off but it called emergency services and i panicked so hard and i couldn’t end the call,2017-11-30 21:35:34+00:00,system_performance_and_freezing,0.4293,5,False,True,,,,
127660,@AppleSupport,2017-11-24 03:55:59+00:00,out_of_scope,0.4454,2,False,True,,,,
2487146,.@115858 y’all are such scammers. Why does my phone act crazy now... you’re not about to force me to upgrade. If I wanted these issues I would’ve bought an android.,2017-11-15 15:20:28+00:00,software_update_and_installation_issues,0.6204,2,False,True,,,,
498644,I wonder what it feels like to not overpack,2017-12-01 17:26:58+00:00,system_performance_and_freezing,0.1034,4,False,False,,,,
489645,"@AppleSupport pourquoi quand je vais dans musique sa lance des musiques tout seul et quand j’en écoute, sa met pause tout seul puis sa accélère ou sa reviens à celle d’avant?? Des explications?",2017-12-01 15:28:50+00:00,media_and_digital_services,0.078,2,False,False,,,,
2969008,@AppleSupport I don't have access to my messages because I'm trying to set up a new phone with my account and can't use it. (2/2),2017-11-29 23:50:23+00:00,accounts_passwords_and_security,0.5725,6,False,True,,,,
594621,@AppleSupport  I updated to iOS 11.2 but I don’t see the Apple Pay card in my wallet app. I have two factor authentication enabled on my account.,2017-12-03 17:54:57+00:00,billing_disputes_and_purchases,0.392,2,False,False,,,,
2616661,"Спасибо @AppleSupport, я не могу зайти в почту после настройки, удаления и установки обратно (показать маме как менять пароль) стандартного почтового клиента. https://t.co/xmVuikMxJt",2017-11-17 06:41:32+00:00,out_of_scope,0.1165,2,False,False,,,,
2968956,What the fuxk @115858 got going on first when you type “ I “ some BS pop up now you can’t type “ it “ without changing to I.T 😑😑 keep it up ima switch to Android,2017-11-15 14:57:49+00:00,keyboard_and_autocorrect_bugs,0.6008,2,False,False,,,,
451418,My phone is sucking ass lately @applesupport I don’t get it. My iPad is streaming but my phone can’t load twitter? I’m just... I can’t. @115858 always on some shit,2017-11-30 02:25:19+00:00,out_of_scope,0.5406,5,False,False,,,,
2739467,What in the world is a 2 point conversion? 😳 Wait. Don’t answer that. I️ don’t care.,2017-11-20 14:41:23+00:00,system_performance_and_freezing,0.0476,4,False,False,,,,
2942208,"""Meghan Markle is absolutely beautiful, but to frame her as a black girl elevated to royalty is to do a disservice to our evolving grasp on race, and the complexity of blackness."" https://t.co/Sx8RvDIM1q",2017-11-29 05:10:04+00:00,audio_and_sound_issues,0.0763,4,False,False,,,,
2955463,@115858 I swear you’ve intentionally destroyed my iPhone 6 with the latest iOS. A little disappointing after all the money I’ve spent over the years with you....#ripoff #slowmotion,2017-11-29 18:52:24+00:00,system_performance_and_freezing,0.7165,2,False,False,,,,
631864,@AppleSupport been Apple supporter until iphoneX came defective and I.m told have to wait for new phone to be sent. 5Hours with tech support. Unbelieveable. Help expedite this problem,2017-11-22 04:02:45+00:00,software_update_and_installation_issues,0.5248,4,False,False,,,,
2728094,@AppleSupport Lyrics on some songs are disappearing when I sync wirelessly on iTunes Wifi Sync! help plz,2017-11-20 10:56:05+00:00,network_and_connectivity_issues,0.364,6,True,False,,,,
2565771,My favorite type of anxiety is the one where I️ feel like I️ need to be the best at the job I️ want the least.,2017-11-16 17:59:27+00:00,software_update_and_installation_issues,0.0459,3,False,False,,,,
620232,"@AppleSupport ever since upgrading to High Sierra, my WiFi on my 2016 MacBook Air  won’t connect. Please help!!! All other devices in the house still connect fine! 😭",2017-11-22 14:58:39+00:00,network_and_connectivity_issues,0.3447,7,False,False,,,,
617233,@AppleSupport Looks like something gotta give with my phone. I’ve not counted 20 businesses that I can’t use it. Ive did a fresh reinstall of 11.1.2 on my phone and it didn’t recognize it any location.,2017-11-22 07:58:47+00:00,billing_disputes_and_purchases,0.3703,4,False,True,,,,
2500904,"Before toothepaste was invented, did everyone just have cavities on cavities? How did everyone’s teeth not fall out after a few years of not brushing? Confused",2017-11-15 18:50:54+00:00,media_and_digital_services,0.1277,6,False,False,,,,
2831796,FIX I.T @115858,2017-11-27 04:34:45+00:00,ui_and_app_glitches,0.6778,2,False,False,,,,
2838644,My Apple Watch tripping. How’d i do an intense 60 min spin class and it says I burned 27 calories and worked out for 3 min?!?! I need answers @115858 @AppleSupport,2017-11-27 15:43:59+00:00,media_and_digital_services,0.2915,6,False,False,,,,
2516035,@AppleSupport phone not making calls! Help!,2017-11-15 22:32:03+00:00,out_of_scope,0.4212,6,False,True,,,,
689372,@AppleSupport help,2017-11-23 07:49:10+00:00,out_of_scope,0.4277,2,False,False,,,,
505190,@115858 @AppleSupport also pls make it possible 2 get rid of this stupid location list on left of the screen in maps in landscape mode. when i use landscape mode it’s cause i want more screen to the left and right for the map. also hire me cuz ur design dept has lost the plot. https://t.co/LGCb1rteBQ,2017-12-01 20:01:32+00:00,out_of_scope,0.3556,2,False,False,,,,
2726023,pentatonix being made fun of on a popular animated show is on my bucket list,2017-11-20 04:01:38+00:00,system_performance_and_freezing,0.0967,8,False,False,,,,
2712571,I️ fucken love cars man wtf. Literally one of the top reasons why I️ thrive to be successful so I️ can satisfy the addiction.,2017-11-20 00:29:22+00:00,software_update_and_installation_issues,0.1205,5,False,False,,,,
2901964,Fix I.T @115858,2017-11-28 18:20:04+00:00,ui_and_app_glitches,0.6778,2,False,False,,,,
1548534,"@115858 Giz! My iPhone 7 bought less than a year ago used to last more than a day with intense use. After the new iOS 11 I had to start recharging it twice per day, and after the last update 3. Could you PLEASE fix it?!!",2017-11-26 02:53:50+00:00,software_update_and_installation_issues,0.6442,2,False,False,,,,
2110824,"@AppleSupport What have you done to my battery life with 11.1.1? I’m dying here, on my iPad and my iPhone! #batterydrain #powersuck Fix NOW!",2017-11-17 19:57:38+00:00,software_update_and_installation_issues,0.5498,4,False,False,,,,
2485856,"Weird thing going on here: Word won't maintain consistent font. It forces some of my text into Helvetica, and there is no way for me to change it back to Times. Anyone else have this problem? Suggested fixes? @122427? @AppleSupport? On a Mac, recently updated to High Sierra.",2017-11-15 13:21:56+00:00,keyboard_and_autocorrect_bugs,0.4129,10,False,False,,,,
648559,I️ have a 4.82 uber rating so basically I’m a 96/100 person. Basically an A+ type of person for the first 15 minutes you know me,2017-11-22 18:57:22+00:00,keyboard_and_autocorrect_bugs,0.1066,4,False,False,,,,
2700760,@AppleSupport Fair enough Apple is launching updates with bug fixes for IPhone X but what about any bug fixes for the awful performance of (newly) purchased IPhone 6s after the IOS 11 update?,2017-11-18 17:25:48+00:00,software_update_and_installation_issues,0.5869,4,False,True,,,,
2695086,@115858 @AppleSupport Well I tried to use your calling service and after 30 minutes of waiting I was hung up on twice. What the hell?,2017-11-19 17:16:11+00:00,out_of_scope,0.5668,2,False,False,,,,
